,id,score,response,cand,question,knowledge_ans,knowledge,label
122,60,0.0,italian cuisine is heavily influenced by italian cuisine and french cuisine .,italian,Which cuisine is heavily influenced by italian and french cuisine?,[CLS],"During that time, French cuisine was heavily influenced by Italian cuisine.",1
123,60,0.0,italian cuisine is heavily influenced by italian cuisine and french cuisine .,french,"Along with italian, what cuisine influences italian cuisine?",[CLS],"During that time, French cuisine was heavily influenced by Italian cuisine.",1
124,60,0.0,italian cuisine is heavily influenced by italian cuisine and french cuisine .,italian cuisine,What is heavily influenced by italian and french cuisine?,[CLS],"During that time, French cuisine was heavily influenced by Italian cuisine.",1
125,60,0.0,italian cuisine is heavily influenced by italian cuisine and french cuisine .,french cuisine,"Along with italian cuisine, what other cuisine influences italian cuisine?",[CLS],"During that time, French cuisine was heavily influenced by Italian cuisine.",1
126,61,1.0,"yes , the history of surfing began with the ancient polynesians .",surfing,What is the name of the sport that began with the polynesians?,surfing,The history of surfing began with the ancient Polynesians.,0
127,61,1.0,"yes , the history of surfing began with the ancient polynesians .",the ancient polynesians,Who began the history of surfing?,the ancient polynesians,The history of surfing began with the ancient Polynesians.,0
128,62,0.0,classical music is one of the most popular forms of classical music .,classical music,What is one of the most popular forms of classical music?,[CLS],"The major time divisions of Western art music are as follows:  European art music is largely distinguished from many other non-European classical and some popular musical forms by its system of staff notation, in use since about the 11th century.",1
129,63,0.0,"that is true , they have poorer color vision .",they,Who has poorer color vision?,cats,"Like most other mammals, cats have poorer color vision and a better sense of smell than humans.",0
130,63,0.0,"that is true , they have poorer color vision .",poorer color vision,What kind of vision does a person have?,[CLS],"Like most other mammals, cats have poorer color vision and a better sense of smell than humans.",0
131,64,1.0,"there are three types of acoustic guitar , the steel - string guitar , and the archtop guitar .",three,How many types of acoustic guitar are there?,three,"There are three main types of modern acoustic guitar: the classical guitar (nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar, which is sometimes called a ""jazz guitar"".",1
132,64,0.3333333333333333,"there are three types of acoustic guitar , the steel - string guitar , and the archtop guitar .",the steel - string guitar,"Along with the archtop guitar, what type of guitar is there?",steel-string acoustic guitar,"There are three main types of modern acoustic guitar: the classical guitar (nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar, which is sometimes called a ""jazz guitar"".",1
133,64,0.11764705882352941,"there are three types of acoustic guitar , the steel - string guitar , and the archtop guitar .",the archtop guitar,There are three types of acoustic guitars: the steel - string guitar and what?,"[CLS] there are three types of acoustic guitars: the steel - string guitar and what?[SEP] there are three main types of modern acoustic guitar: the classical guitar (nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar","There are three main types of modern acoustic guitar: the classical guitar (nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar, which is sometimes called a ""jazz guitar"".",1
134,65,0.0,"i ' m not sure , but i do know that coors started production in 1885 .",1885,When did coors begin production?,[CLS],The brewery itself was converted into a malted milk and near beer production facility.,1
135,65,0.0,"i ' m not sure , but i do know that coors started production in 1885 .",coors,What company started production in 1885?,[CLS],The brewery itself was converted into a malted milk and near beer production facility.,1
136,65,0.0,"i ' m not sure , but i do know that coors started production in 1885 .",production,Coors started what in 1885?,[CLS],The brewery itself was converted into a malted milk and near beer production facility.,1
137,66,0.0,that ' s cool . they ' ve been around for a long time .,they,What has been around for a long time?,[CLS],"The Boy Scouts of America (BSA), one of the largest private youth organizations in the United States, has policies which prohibit those who are not willing to subscribe to the BSA's Declaration of Religious Principle and, until January 2014, prohibited all ""known or avowed homosexuals"", from membership in its Scouting program.",0
138,66,0.0,that ' s cool . they ' ve been around for a long time .,a long time,How long have they been around?,[CLS],"The Boy Scouts of America (BSA), one of the largest private youth organizations in the United States, has policies which prohibit those who are not willing to subscribe to the BSA's Declaration of Religious Principle and, until January 2014, prohibited all ""known or avowed homosexuals"", from membership in its Scouting program.",0
139,67,1.0,it was set in the south of the american civil war .,the american civil war,What war was the film set in the south of?,american civil war,"Set in the American South against the backdrop of the American Civil War and the Reconstruction era, the film tells the story of Scarlett O'Hara, the strong-willed daughter of a Georgia plantation owner, from her romantic pursuit of Ashley Wilkes, who is married to his cousin, Melanie Hamilton, to her marriage to Rhett Butler.",0
140,67,0.6666666666666666,it was set in the south of the american civil war .,the south,In what part of the country was the film set?,american south,"Set in the American South against the backdrop of the American Civil War and the Reconstruction era, the film tells the story of Scarlett O'Hara, the strong-willed daughter of a Georgia plantation owner, from her romantic pursuit of Ashley Wilkes, who is married to his cousin, Melanie Hamilton, to her marriage to Rhett Butler.",0
141,68,-1.0,it was created by william shatner and william shatner .,NO_Q,NO_Q,NO_Q,"It followed the interstellar adventures of Captain James T. Kirk (William Shatner) and his crew aboard the starship USS ""Enterprise"", a space exploration vessel, built by the United Federation of Planets in the twenty-third century.",1
142,69,0.0,"i ' m not sure , but i know it ' s been around since the late 2000 ' s .",the late 2000 ' s,When did it start being used?,iphone 3gs,"An iPhone can shoot video (though this was not a standard feature until the iPhone 3GS), take photos, play music, send and receive email, browse the web, send and receive text messages, follow GPS navigation, record notes, perform mathematical calculations, and receive visual voicemail.",0
143,70,0.0,"their first hit "" love me me do "" , love me do you like them ?",their first hit,What was love me me do?,[CLS],"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",1
144,71,1.0,it was first introduced in 1893 by caleb bradham .,1893,When was it first introduced?,1893,"The drink Pepsi was first introduced as ""Brad's Drink"" in New Bern, North Carolina, United States, in 1893 by Caleb Bradham, who made it at his drugstore where the drink was sold.",0
145,71,1.0,it was first introduced in 1893 by caleb bradham .,caleb bradham,Who first introduced it in 1893?,caleb bradham,"The drink Pepsi was first introduced as ""Brad's Drink"" in New Bern, North Carolina, United States, in 1893 by Caleb Bradham, who made it at his drugstore where the drink was sold.",0
