,id,score,response,cand,question,knowledge_ans,knowledge,label
121,57,0.0,the dominant wavelength is 5 . 7 million nm .,the dominant wavelength,What is 5. 7 million nm?,[CLS],It is evoked by light with a dominant wavelength of roughly 570590 nm.,1
122,58,-1.0,"i don ' t know the name of the drummer , but i do know that they had the longest lasting drummer of all time .",NO_Q,NO_Q,NO_Q,"Nirvana went through a succession of drummers, the longest-lasting being Dave Grohl, who joined in 1990.",1
123,59,0.0,"french cuisine has been around for a long time , in fact , in the 15th century , a chef from france wrote a book about it .",french,What cuisine has been around for a long time?,[CLS],"In the 14th century Guillaume Tirel, a court chef known as ""Taillevent"", wrote ""Le Viandier"", one of the earliest recipe collections of medieval France.",1
124,59,0.5,"french cuisine has been around for a long time , in fact , in the 15th century , a chef from france wrote a book about it .",the 15th century,When was a book written about french cuisine?,14th century,"In the 14th century Guillaume Tirel, a court chef known as ""Taillevent"", wrote ""Le Viandier"", one of the earliest recipe collections of medieval France.",1
125,59,0.0,"french cuisine has been around for a long time , in fact , in the 15th century , a chef from france wrote a book about it .",france,"In the 15th century, what country wrote a book about french cuisine?",[CLS],"In the 14th century Guillaume Tirel, a court chef known as ""Taillevent"", wrote ""Le Viandier"", one of the earliest recipe collections of medieval France.",1
126,59,0.0,"french cuisine has been around for a long time , in fact , in the 15th century , a chef from france wrote a book about it .",french cuisine,What has been around for a long time?,[CLS],"In the 14th century Guillaume Tirel, a court chef known as ""Taillevent"", wrote ""Le Viandier"", one of the earliest recipe collections of medieval France.",1
127,59,0.0,"french cuisine has been around for a long time , in fact , in the 15th century , a chef from france wrote a book about it .",a long time,How long has french cuisine been around?,[CLS],"In the 14th century Guillaume Tirel, a court chef known as ""Taillevent"", wrote ""Le Viandier"", one of the earliest recipe collections of medieval France.",1
128,59,0.0,"french cuisine has been around for a long time , in fact , in the 15th century , a chef from france wrote a book about it .",a book,What did a french chef write about french cuisine?,"""le viandier"",","In the 14th century Guillaume Tirel, a court chef known as ""Taillevent"", wrote ""Le Viandier"", one of the earliest recipe collections of medieval France.",1
129,60,0.0,in that time italian cuisine was influenced by french cuisine,italian,What type of cuisine was influenced by french cuisine?,[CLS],"During that time, French cuisine was heavily influenced by Italian cuisine.",1
130,60,0.0,in that time italian cuisine was influenced by french cuisine,french,Italian cuisine was influenced by what cuisine?,[CLS],"During that time, French cuisine was heavily influenced by Italian cuisine.",1
131,60,0.0,in that time italian cuisine was influenced by french cuisine,italian cuisine,What was influenced by french cuisine?,[CLS],"During that time, French cuisine was heavily influenced by Italian cuisine.",1
132,60,0.0,in that time italian cuisine was influenced by french cuisine,french cuisine,Italian cuisine was influenced by what?,[CLS],"During that time, French cuisine was heavily influenced by Italian cuisine.",1
133,61,0.0,"i ' m not sure about hawaii , but i know that surfing began in ancient greece .",hawaii,What island is unknown to me?,[CLS],The history of surfing began with the ancient Polynesians.,1
134,61,0.0,"i ' m not sure about hawaii , but i know that surfing began in ancient greece .",surfing,What sport began in ancient greece?,[CLS],The history of surfing began with the ancient Polynesians.,1
135,61,0.0,"i ' m not sure about hawaii , but i know that surfing began in ancient greece .",ancient greece,Where did surfing begin?,polynesians,The history of surfing began with the ancient Polynesians.,1
136,62,0.0,european music is generally distinguished from european classical music .,european music,What is generally distinguished from european classical music?,,"The major time divisions of Western art music are as follows:  European art music is largely distinguished from many other non-European classical and some popular musical forms by its system of staff notation, in use since about the 11th century.",1
137,62,0.6666666666666666,european music is generally distinguished from european classical music .,european classical music,What type of music is generally distinguished from?,european art music,"The major time divisions of Western art music are as follows:  European art music is largely distinguished from many other non-European classical and some popular musical forms by its system of staff notation, in use since about the 11th century.",1
138,63,0.0,they really do . they also have a poorer sense of smells than humans,smells,Do they have a poorer sense of what?,better sense of smell,"Like most other mammals, cats have poorer color vision and a better sense of smell than humans.",1
139,63,0.0,they really do . they also have a poorer sense of smells than humans,humans,What other species has a poorer sense of smell?,[CLS],"Like most other mammals, cats have poorer color vision and a better sense of smell than humans.",1
140,64,1.0,"there are actually three types of acoustic guitars : classical , nylon , and steel .",three,How many types of acoustic guitars are there?,three,"There are three main types of modern acoustic guitar: the classical guitar (nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar, which is sometimes called a ""jazz guitar"".",1
141,64,0.4,"there are actually three types of acoustic guitars : classical , nylon , and steel .",acoustic guitars,There are three types of what?,modern acoustic guitar,"There are three main types of modern acoustic guitar: the classical guitar (nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar, which is sometimes called a ""jazz guitar"".",1
142,65,0.0,i think the taste was the main reason . coors itself was turned into a beer production plant .,coors,What was turned into a beer production plant?,[CLS],The brewery itself was converted into a malted milk and near beer production facility.,1
143,65,0.0,i think the taste was the main reason . coors itself was turned into a beer production plant .,the taste,What was the main reason coors was turned into a beer production plant?,[CLS],The brewery itself was converted into a malted milk and near beer production facility.,1
144,65,0.0,i think the taste was the main reason . coors itself was turned into a beer production plant .,a beer production plant,What was coors turned into?,[CLS],The brewery itself was converted into a malted milk and near beer production facility.,1
145,66,0.0,boy scouts is the largest youth organization in the us .,boy scouts,What is the largest youth organization in the us?,[CLS],"The Boy Scouts of America (BSA), one of the largest private youth organizations in the United States, has policies which prohibit those who are not willing to subscribe to the BSA's Declaration of Religious Principle and, until January 2014, prohibited all ""known or avowed homosexuals"", from membership in its Scouting program.",1
